9.200886, 0.001488
0.076471, 0.021032
0.025217, 0.021388
0.075815, 0.021030
0.024816, 0.021171
0.076548, 0.021479
0.024898, 0.021331
0.074792, 0.020913
0.024040, 0.021336
0.073492, 0.020841
0.023654, 0.021033
0.074600, 0.021266
0.023500, 0.021110
0.076581, 0.021032
0.025174, 0.021450
0.075144, 0.020739
0.024749, 0.021027
0.076350, 0.021183
0.024749, 0.021168
0.076455, 0.021343
0.025229, 0.021329
0.076307, 0.020983
0.025295, 0.021354
0.074332, 0.021268
0.023814, 0.021151
0.076506, 0.021326
0.024801, 0.020990
0.073416, 0.020829
0.024115, 0.021477
0.076326, 0.021195
0.024625, 0.021096
0.074748, 0.021302
0.023810, 0.021343
0.076571, 0.020897
0.025159, 0.021440
0.073888, 0.020862
0.024580, 0.021340
0.076531, 0.021438
0.025036, 0.021300
0.076330, 0.020911
0.024039, 0.021329
0.073418, 0.020848
0.023796, 0.021548
0.076642, 0.021318
0.024691, 0.021328
0.076746, 0.021235
0.025212, 0.021330
0.073521, 0.020840
0.023657, 0.021025
0.074307, 0.021314
0.023566, 0.021023
0.113069, 0.022388
0.025309, 0.021586
0.076128, 0.021212
0.025015, 0.021364
0.076607, 0.021181
0.025065, 0.021443
0.075266, 0.021563
0.025180, 0.021235
0.074271, 0.021288
0.023630, 0.021163
0.076649, 0.021487
0.025332, 0.021259
0.077416, 0.021291
0.025187, 0.021577
0.076309, 0.021234
0.025476, 0.021302
0.076979, 0.021265
0.025228, 0.021458
0.076479, 0.021114
0.025203, 0.021294
0.075102, 0.020981
0.025761, 0.021475
0.074798, 0.021292
0.023625, 0.021534
0.076652, 0.021034
0.025178, 0.021275
0.076153, 0.021230
0.024683, 0.021219
0.075140, 0.021263
0.023980, 0.021379
0.073658, 0.020968
0.024084, 0.021339
0.074397, 0.021073
0.023852, 0.020925
0.074923, 0.021408
0.023323, 0.021423
0.075038, 0.021036
0.024227, 0.021479
0.074112, 0.020920
0.024095, 0.021368
0.076447, 0.021201
0.024785, 0.021524
0.074723, 0.021174
0.024326, 0.021466
0.073289, 0.020891
0.024041, 0.021342
0.074768, 0.021289
0.023542, 0.021072
0.076683, 0.021185
0.025217, 0.021618
0.076721, 0.021022
0.025258, 0.021820
0.074368, 0.020961
0.023659, 0.021087
0.074896, 0.021278
0.023910, 0.021647
0.074711, 0.020873
0.024040, 0.021321
0.074214, 0.021263
0.023922, 0.021465
0.075259, 0.021343
0.023996, 0.021357
0.074633, 0.020990
0.024048, 0.021371
0.074430, 0.021297
0.023732, 0.020948
0.076662, 0.021193
0.025046, 0.021447
0.074666, 0.020862
0.024045, 0.021370
0.075325, 0.021031
0.024721, 0.020934
0.074818, 0.021281
0.023765, 0.021355
0.076533, 0.021125
0.025290, 0.021458
0.074376, 0.020908
0.023672, 0.021164
